text,category
"Good morning . My husband is affected on cold , cough and fever last three days . He can eating everything , but he doesn ' t smell anything . what can I do for him now ? ?",symptoms
ধন্যবাদ ডাকতার ভাই কে প্রশ্ন করার জন্য । ৩ বছর বয়স পর্যন্ত অপেক্ষা করুন । না হলেspeech therapy ও দিতে পারবেন । তবে অনেক বাচ্চা দেরিতে কথা বলে । ধন্যবাদ,doctor
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই সমস্যার জন্য লেজার করে দাগ সরাতে পারেন আপনি সরাসরিএকজন Surgery specialist এর পরামর্শ নিন ধন্যবাদ,doctor
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ ৩ চামচ অর্ধেক চামচ মিশিয়ে নিবেন ধন্যবাদ,medicine
নিশ্বাসে কোন গন্ধ পায় না এটা কোন ধরনের সমস্যা জানতে চাই ।,symptoms
আমার নিয়মিত পায়খানা ক্লিয়ার হয়না । নিয়মিত ইসুবফুলের ভুষি ও শাকসবজি খেয়ে থাকি । ইদানিং পায়খানার সময় প্রচুর চাপ প্রয়োগ করতে হয় । দিন দিন সমস্যা মনে হচ্ছে বাড়তেছে । কোন বিশেজ্ঞ ডাক্তার দেখালে ভাল হয় দয়া করে পরামর্শ দিন ।,nutrition
প্রশ্ন করার জন্য ধন্যবাদ / এধরনের সমস্যা মাংশপেশি হঠাৎ শক্ত হলে হতে পারে / TAB BEKLO 5 MG . . . . . . . . . . . . 1 + 1 + 1 . . . . . . . . 5DAYS . এরপর কোনও সমস্যা হলে আবার ডাক্তারের পরামর্শ নিবেন / ধন্যবাদ /,medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি স্কেবেস ঔষধ বাচ্চার শরীরে লাগান । আট ঘন্টা রাখুন । পানি লাগাবেন না । এর পরেও ভাল বনা হলে একজন চর্ম রোগ বিশেষজ্ঞ কে দেখিয়ে নিন । ধন্যবাদ ।,medicine
Thank you for your question to daktar bhai . you have to bring the ECG print . Then a physician can discuss whats wrong with you . A physician needs to check you yours ins and out to make a treatment plan . That will be only for you . Thanks .,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । জর যদি তিন বা পাচ দিনের মধ্যে হয় তবে আপনাকে dengue NS1 টেস্ট করতে হবে । আর যদি পাচ দিনের বেশি হয় তবে dengue IG g / IGm করতে হবে । আপনি মেডিসিন বিশেষজ্ঞ সাথে যোগাযোগ করুন । ধন্যবাদ,doctor
"আমার কয়েকদিন যাবত রাতে শরীর প্রচুর গরম হয় । বিশেষ করে হাঁটুর নিচে বেশি গরম হয় ও অসস্থি লাগে , যার জন্য রাতে ঘুম কম হয় / দেরিতে ঘুম আসে । পরামর্শ দিলে উপকৃত হব । ধন্যবাদ ।",symptoms
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । অল্প অল্প খাওয়াবেন । খাওয়ার পর কাধের উপর রেখে পিঠ চাপরে দিবেন । সুজি , জুস , যাউ খিছুরি দিতে পারেন । শব্জি ভর্তা করে মিশিয়ে দিবেন । খাওয়ার লিস্ট শিশু ডাক্তার এর কাছ থেকে নিবেন । ধন্যবাদ ।",doctor
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । নাপা চালিয়ে যান সাথে গরম পানি দিয়ে গড়্গড়া করুন । চা , আদার রস খান । এতে কাজ না হলে একজন নাক , কান , গলা বিশেষজ্ঞএর পরামর্শ নিন । ধন্যবাদ",medicine
"আমার স্ত্রীর ২৪ সপ্তাহ প্রেগ্ন্যাসি চলছে , আমার ছোট ছেলের বয়স ১৯ মাস , সে বুকের দুধ পান করে । প্রেগ্ন্যাসির এই সময়ে বুকের দুধ পান করানো ঠিক হচ্ছে ? বা কত সময় পর্যন্ত পান করানো যাবে ?",symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনি খাওয়ার আগে Tab Motigut 10mg প্রতি বেলা ১টা করে এবং Cap Sergel 20mg এবং Xinc B সকাল ও রাতে ১ টা করে খাবেন । আপনি একজন Medicine specialist এর পরামর্শ নিতে পারেন । ধন্যবাদ,medicine
"আমার ভাইয়ের বয়স 14 । তার মুখে ছইলমার মতো সাদা সাদা দাগ পড়ে আছে । এমনিতে তো কোন সমস্যা হয় না , তবে দাগ গুলো দিন দিন বাড়ছে এবং পুরো মুখে ছড়িয়ে পড়ছে । কী করনীয়",symptoms
আমার বয়স ২১ ইদানিং সহবাসের পর গোপনাঙ্গ তে খুব জালা করে । এখন কি করনীয়,symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । নাক বন্ধের জন্য Antazol nasal spray ( ১ ফোটা করে উভয় নাকে ) ব্যবহার করবেন । আর বুকে ব্যথার জন্য অবশ্যই E . C . G পরীক্ষা করে কার্ডিওলজিস্ট এর পরামর্শ নিন ।,medicine
"আমার স্ত্রীর বয়স ২০ বছর , তার চোখের সমস্যায় ২ . ৫০ পাওয়ারের চশমা পরতে হয় । রেগুলার ওষুধ খেতে হয় না । ইদানিং গত দুইদিন যাবত প্রচুর মাথা ব্যথা , পুরো মাথায় ব্যাথা , কোনো শব্দ শুনতে পারে না , বিরক্তকর লাগে । এমন অবস্থায় কি করণীয় ? এটা কি চোখের সাথে সম্পর্কিত কোনো সমস্যা ? আর কোন বিষয়ের ডাক্তারের পরামর্শ নেয়া উচিত ? কি ধরনের ওষুধ খাওয়া যেতে পারে ?",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । যেতে পারে । এ - ই সব হরমনের ঔষধ হমক্ন রোগ বিশেষজ্ঞ এ - র সাথে পরামর্শ না করে খাওয়া উচিত না । ধন্যবাদ ।,doctor
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চার বয়স কত এবং কালো দাগ কি ধরনের না জেনে না দেখে কোন Cream use করা যাবে না । তবে আপনি Calamine lotion লাগায়ে দিতে পারবেন । এতে আরাম পাবে এবং দাগ হালকা হয়ে যাবে । ধন্যবাদ,medicine
ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । bicozin syrup দিতে পারেন । এতে অনেক পুষ্টিগূণ আছে । ধন্যবাদ,nutrition
Buker ba pashe betha hoy keno ? please help,symptoms
"ওয়াক্স থেরাপিটা কি বা কিভাবে দেওয়া হয় , এই বিষয়ে জানতে চাই ।",doctor
ধন্যবাদ আপনাকে প্রশ্নের জন্য । এডোভাস সিরাপ ২ চামচ করে ৩ বেলা খান । ধন্যবাদ,medicine
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Napa 500 , 1 + 1 + 1 , 3 - 5 days . Tab Filwel Silver , 0 + 1 + 0 , 1 month Tab Neuro B , 1 + 0 + 1 , 15 days . ধন্যবাদ",medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা না দেখে সঠিক ভাবে বোঝা যাচ্ছে না । একজন সার্জারী বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে সঠিক চিকিৎসা নিন । ধন্যবাদ ।,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার কি ফোড়া উঠছে না ব্রণ উঠছে ? ফোড়া হলে এন্টিবায়োটিক খেতে হবে । ব্রণ হলে আপনি পানি বেশি করে খান । মুখ পরিষ্কার রাকুন । ঘুম পর্যাপ্ত হতে হবে । দুশ্চিন্তা করবেন না । পায়খানা নরম রাখুন । এরপরেও ভাল না হলে একজন চর্ম রোগের ডাক্তার কে দেখাতে হবে । ধন্যবাদ,doctor
majay majay dat brash korar somay mari deya bollding hoy ki kortay pari advise me please,symptoms
কোন গাইনি চিকিৎসকের পরামর্শ নেওয়া যাবে । help please . . ?,doctor
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । দন্ত বিশেষজ্ঞ ডাক্তার যদি আপনাকে কোন ব্যথা নাশক ওষুধ দিয়ে থাকে , ঐটা গ্রহণ করুন । না দিয়ে থাকলে Tab . Reset ER 1 + 1 + 1 ×2days গ্রহণ করুন ।",medicine
আমার পায়খানার সময় অনেক ব্যাথা করে মনে হয় চামরা ছিরে পায়খানা হচ্ছে কিন্তু পায়খানা অনেক নরম মাঝে মাঝে রক্তোও বের হয় কি করবো . ?,symptoms
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । রক্তচাপ পরীক্ষা করুন , উচ্চ রক্তচাপ থাকলে তার জন্য ঔষধ গ্রহন করতে হবে । মেডিটেশন করুন । ঘুমের আগে অন্তত ১০ মিনিট হাটবেন । ঘুমের একটা নির্দিষ্ট সময় তৈরি করুন । ধন্যবাদ ।",symptoms
Thank You for your question . Definitely there are many options for you . Please consult with a gynecologist . Thank you,doctor
মোনাস কিসের জন্য খাওয়া হয় ? জনাবেন প্লিজ ।,medicine
তিন দিন পর জ্বর নেই কিন্তু শরির খুব ব্যথা ৷ আর কোন সমস্যা নেই ৷ শরির ব্যথার জন্য কি করব ৷ জ্বরের ঔষধ কি চালিয়ে যাব ?,fever
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Suspension Fexo 30 mg এক চামচ দুই বেলা তিন থেকে পাঁচ দিন খাওয়াতে পারেন । এছাড়া একজন অভিজ্ঞ শিশু বিশেষজ্ঞের পরামর্শ নিতে পারেন । ধন্যবাদ ।,medicine
"আমার স্ত্রী প্রায় দেড় বছর যাবৎ জন্ম বিরতিকরণ বড়ি "" সুখী "" খায় । দীর্ঘ দিন যাবৎ এই ঔষধ খেলে কোন সমস্যা আছে কি ? জানাবেন",medicine
আমাদের বাচ্চার বয়স ৬ মাসে পড়লো । এখন আমার সহধর্মিণী কোভিড টীকা গ্রহন করতে পারবে কি ? আপনাদের মুল্যবান মতামতের আশা করছি ।,fever
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । প্রথমত ফ্লাজিল ও ফিলমেট একই ওষুধ । আপনার বাবার এমন অবস্থায় আপনি Tab . Rozith 500mg 2 tab stat ( এখনি ) then 1 + 0 + 0 from tomorrow , total 3days , Tab . Filmet 400mg 1 + 1 + 1 4days , ORS after each motion দিবেন । এতে না কমলে হাসপাতালে ডাক্তারের চিকিৎসা নিবেন । ধন্যবাদ ।",medicine
"আমার বাচ্চার বয়স ৭ দিন , ৪ দিন বয়সে বিলিরুবিন ছিল ১২ . ১০ আজকে ৭ দিন বয়সে এসেছে ১৪ . ৮০ . ও প্রথম দুইদিন আইসিইউ তে ছিল । খাওয়া , প্রসাব , পায়খানা ঠিক আছে । এখন কি করব",emergency
ম্যম নমস্কার । আমার বাবুর বয়স দুমাস । কদিন ধরে আমার বুকের দুধ একদমই পাচ্ছে না । আমি তাকে নিয়মিত চোষাই । তবুও কেনো এমন হচ্ছে বুজতে পারছি না । দয়া করে বলবেন কি আমি কি খেলে আমার বুকের দুধ নামবে ? শুনেছি কালিজিরা খেলে দুধের প্রবাহ বেড়ে যায় । ম্যম ফার্মেসিতে কিছু কালিজিরার ক্যপসুল পাওয়া যায় । এগুলো কি খেতে পারব ?,symptoms
left arm middle finger and upper portion of left hand problem in some days,symptoms
আসসালামু আলাইকুম । শ্রদ্ধেয় ডা : সাহেব আমার স্ত্রীর সকালে হঠাৎ করে কাঁপতে কাঁপতে জ্বর আসছিল আবার এখন দুপুরে ও কাঁপতে কাঁপতে জ্বর আসছিল । এমতাবস্থায় কি করতে পারি পরামর্শ দিলে উপকৃত হইবো ইনশাআল্লাহ ।,fever
"Thanks for your question . you are having more than enough medicines . if still persists , you have to do an x ray to exclude the reason . Thanks",doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা আমার কাছে স্ট্রোকের লক্ষনের মত মনে হচ্ছে অথবা কোন নার্ভের সমস্যা । একজন নিউরোমেডিসিন বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিন । ধন্যবাদ ।,emergency
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা সমাধান এর জন্য আপনার বিস্তারিত ইতিহাস , কিছু পরীক্ষা করা দরকার । আপনি একজন মেডিসিন বিশেষজ্ঞ কে দেখান । আপনার সমস্যা ভাল হতে সময় লাগবে । ধন্যবাদ ।",doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । না এটা ঔষধ দিলে হবে না । উঠাতে হবে । একজন চর্ম রোগের বিশেষজ্ঞ চিকিৎসক কে দেখান । ধন্যবাদ ।,doctor
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । চুল পড়ার অনেক কারনের মধ্যে বংশগত , হরমনের সমস্যা , থাইরয়েডের সমস্যা , কিছু অভ্যাসের কারনে , রক্ত স্বল্পতা , ক্যালসিয়াম সমস্যা ইত্যাদি । আপনি একজন চর্ম ডাক্তারকে দেখান । সমস্যা সমাধানের জন্য কারন খুজে বের করা জরুরি । ধন্যবাদ",emergency
"আমার বয়স ৩১ বছর , ৬ বছর আগে পাইলস এর অপারেশন করছিলাম এবং আল্লার রহমতে অনেক ভালো ছিলাম কোন সমস্যা ছিল না কিন্তু গত ২ দিন ধরে পায়খানার রাস্তায় অনেক ব্যাথা হচ্ছে এবং চাপ দিলে একটা বুটার মতো বের হতে চাচ্ছে , এখন করনিয় কি ? ?",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার সমস্যা গুরুতর এবং না দেখে এর সমাধান দেয়া সম্ভব না । আপনি একজন চর্মরোগ বিশেষজ্ঞের সাথে সরাসরি যোগাযোগ করুন । ধন্যবাদ ।,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । বয়সের আগে চুল সাদা হওয়া একটি বংশগত রোগ । এটাতে তেমন বেশি কিছু করার নাই । আপনি একজন চর্ম রোগ বিশেষজ্ঞ দেখিয়ে পরামর্ষ নিন । ধন্যবাদ,doctor
ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । আদা মধু চা খাবেন । গরম পানি খাবেন একটু পর পর । মোনাস ১০ মিগ্রা খান দেখুন অবস্থার উন্নতি হয় কিনা । নিকটবর্তী হাসপাতালের জরুরি বিভাগে যান । ধন্যবাদ,emergency
থাইরয়েড হরমোনের বেড়ে যাওয়ার কারণে tayrox 50 ওষুধটা দেয় . . প্রথম সপ্তাহ ১ টা করে ২ সপ্তাহ ২ টা আর ৩ সপ্তাহ ৩ টা করে খেতে বলে এখন এটি কখন খাব . . খাবারের আগে না পরে,nutrition
Thanks for asking question . you can have cap : Amox 500mg 8 hrly after meal 7 days . Thanks,medicine
How can i solve my eye problem . . . . . . . ? ?,symptoms
"আমার আব্বার বয়স ৬০ বছর তার পোরছাবের রাস্তায় সব সময় জালা পোরা করে অনেক দিন যাবত , অনেক ডাক্তার দেখাইছি কিনতু যখন ওষুধ খায় তখন ভালো লাগে না খাইলে আবার জালা পোরা করে , দয়া করে একটা সমাধান দিবেন ।",symptoms
"আমার খুব পেট ব্যাথা করতেছে , এবং পেট ব্যাথা করে হালকা হালকা টয়লেট ও হচ্ছে । কি ঔষধ খেতে পারি ? ?",symptoms
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ভাত , রুটি , আলু , মিষ্টি , চিনি খাবেন না । নিয়মিত ব্যায়াম করুন । রাত জাগবেন না । দুশ্চিন্তা করবেন না । একজন পুষ্টি বিশেষজ্ঞ কে দেখিয়ে নিতে পারেন । ধন্যবাদ ।",nutrition
"এ বছর যাবত প্রচুর ঢেকুর ওঠে , পেট ভরা ভরা ও মুখে কেমন জানি বিষাদ ( পাইনসা পাইনসা ) অনুভূত হয় , বমি বমি লাগে , ইদানিং মাঝে মাঝে প্রস্রাবের রাস্তায় জ্বালাপোড়া করে ও প্রসাব হলুদ হয় । 3 মাস আগে এন্ডোস কপি , কলোনস্কপি আল্ট্রাসনোগ্রাম করেছিলাম । রিপোর্টে কোন সমস্যা পরিলক্ষিত হয়নি । প্রসাব পরীক্ষার pus cell 2 - 3 / H . P . F , Epithelial Cell 1 - 2 / H . P . F । একটু তৈলাক্ত ও দুধ জাতীয় খাবার খেলেই সমস্যা বেশি হয় । কি করতে পারি আশা করি পরামর্শ দিবেন ।",nutrition
"ডাক্তার ভাই এর সাথে থাকার জন্য আপনাকে ধন্যবাদ । আপনার বর্ণনা অনুযায়ী আপনার শিশু কে নিয়ে জরুরি ভিত্তিতে দ্রুত নিকটস্থ হাসপাতাল শিশু বিভাগে যোগাযোগ করুন । ২ দিন ধরে বমি , অস্বাভাবিক পায়খানা না হওয়া , পেট ফুলে যাওয়া ইত্যাদি লক্ষণ থাকলে দ্রুত হাসপাতালে যোগাযোগ করা প্রয়োজন । আপনার শিশু কে শিরা পথে স্যালাইন ও ঔষধ দেয়া প্রয়োজন জরুরি ভিত্তিতে । Dr < NAME > Mbbs ( DU )",emergency
আপনার প্রশ্নের জন্য ধন্যবাদ । আপনার সমস্যা গুরুতর । সেলাই এর জায়গায় ইনফেকশন হয়েছে । অতিসত্বর নিকটবর্তী হাসপাতালের জরুরি বিভাগে যান । ধন্যবাদ,emergency
Thanks for your question to daktar bhai . you can use vaseline petroleum jelly . you can take Ascovit tab 1 daily for 30 days after meal . Thanks,medicine
"আমার বাবার স্ট্রোক করেছে ৩ - ৪ বছর হলো , ডান হাত নাড়তে পারেন না । ডান হাতের প্রতিটা জয়েন্ট স্টিফ হয়ে গেছে । এখন প্রতিটা জিয়েন্ট মুভেবল করার জন্য ম্যানুয়াল ব্যায়াম ছাড়া কোন মেডিসিন অথবা ফিজিওথেরাপির ইন্সট্রুমেন্ট সাজেস্ট করতে পারেন ?",emergency
Thanks for the question to daktar bhai . please do a USG of scrotum including testis . Thanks,doctor
"আমার বয়স ৩২ বছর , গত ২ দিন ধরে দুই পায়ের নিচে মাংসে চাকা হয়ে আছে এবং অনেক ব্যাথা হচ্ছে কি ওষুধ খাওয়া যাবে ?",symptoms
আমার গলায় মনে হয় কিছু আটকে আছে । জোরে কাসি দিলে কিছু কফ বের হয় । এই সমস্যা অনেক দিন যাবত । কি মেডিসিন খেলে ভাল হবে ?,symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই সমস্যার জন্য সরাসরি রোগী দেখে চিকিত্সা প্রয়োজন নিকটস্থ হাসপাতাল যান এবং Surgery specialist এর পরামর্শ নিন ধন্যবাদ,doctor
lipid fasting pofile করার জন্য কি কি প্রিপারেশন লাগে ?,doctor
ধন্যবাদ আপনাকে প্রশ্নের জন্য । ব্যাথা করলে নাপা খান । সাথে গরম সেক দিন । ধন্যবাদ,symptoms
আপনারা কি বাসায় এসে covid টেস্ট এর জন্য sample collect করেন ? করলে Report পেতে কয়দিন লাগে ?,doctor
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । zythrin 500 mg এক ধরনের এন্টিবায়োটিক । আপনার স্ত্রী র মাসিকের সময় আরো অন্য কোনো সমস্যা হচ্ছে কিনা তা জানা জরুরি । অন্য সমস্যা না থাকলে অল্প রক্ত গেলে তেমন সমস্যা হওয়ার কথা না । থাইরয়েড সনস্যা হলে এমন হতে পারে । আপনি TSH পরীক্ষা করে একজন গাইনি চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ ।,emergency
Albendazole 400mg কয়টি বা কয়দিন পরপর খেতে হবে ?,medicine
"Tab . Rupa 10mg 0 + 0 + 1 7days , Syp . Askorel 2tsf 3times daily for 7days . Thanks",medicine
আমার মার বয়স ৫০ বছর । ০৪ - ০৫ দিন যাবত ঠান্ডা সর্দিতে আক্রান্ত । শরীর দূর্বল । বুকে কফ জমা আছে । কাশি হয় । গলার কন্ঠসর ভেঙে গেছে । মাঝে মধ্যে গলা ফাস দিয়ে আসে । মন্টিলুকাস্ট খাওয়াচ্ছি । উল্লেখ্য তার এলার্জি সমস্যা আছে । । এখন আমি কি করতে পারি ? ?,fever
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । এই জন্য পরামর্শ প্রয়োজন , আপনি সরাসরি একজন Psychiatrist এর পরামর্শ নিন ধন্যবাদ",doctor
"ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । পরিমিত মাত্রায় খেতে পারবে , যে কোন ভিটামিন Dr < NAME > Mbbs",nutrition
ধন্যবাদ আপনাকে প্রশ্নের জন্য । আপনার সম্ভবত অপারেশন এর দরকার । আপনি সরাসরি একজন কোলোরেক্টাল সার্জন এর পরামর্শ নিন । ধন্যবাদ,doctor
"আমার ওয়াইফ এর বাচ্চা হইছে ১৫ / ৪ / ২১ তারিখ এখনো পযন্ত বাচ্চা তার মায়ে দুধ তেমন পায় না বাচ্চা খুদা লাগলে কান্না করে , তাকেক কোন বারতি খাবার খাওয়ানো যাবপ কি , বাচ্চার মার বুকের দুধ না আশা পযন্ত ।",nutrition
বয়স 38 । মেয়ে । উনার গত 1মাস যাবত পিরিয়ডের মতো ব্লাড যাচ্ছে । মাঝে ডাক্তার দেখিয়ে মেডিসিন নেওয়ার পর ভালো হইছিলো । বাট আবার সেই আগের মতোই ব্লাড যাচ্ছে । কি করণীয় এখন ?,symptoms
sir . E - cap ei ousodhTa ki valo er ki parso protikriya ace . r amr ekTu kharap lagle khai ete ki somssa ace . . . .,medicine
"করোনা নিয়ে সবসময় আতংক লাগে ! ! বাসা থেকে মাঝে মধ্যে কাজের জন্য বের হতে হয় । সর্বোচ্চ সতর্কতা অবলম্বন করে ঘর থেকে বের হই , কিন্তু বাসায় ফিরে আসার পর মনে হয় আমি মনে হয় আক্রান্ত হয়ে গেলাম । বাসায় ৬ মাসের ছেলে আছে ওকে নিয়ে অনেক চিন্তা হয় । ঘুম কম হচ্ছে আর মাথায় সব আজেবাজে চিন্তা ঘুরে , শরীর নিয়ে একটু অতি সচেতন হয়ে যায় মাঝে মধ্যে , গুগল ঘাটাঘাটি করি । আমার এনজাইটির সমস্যা আছে । সাহায্য চাই , উপকৃত হব । ধন্যবাদ ❤❤❤",fever
"স্যার আমার মেয়ের বয়স ১৪ মাস প্রতি দিন ৪ / ৫ বার পাইখানা করছে , একদম পাতলা না ওর স্যালাইন খাওয়াচ্ছি কাজ হচ্ছে না প্লিজ হেল্প",symptoms
এটা আমার ছোট বোনের আল্ট্টার রিপোর্ট । বয়স সতেরো । cul - de - sac small free fluid collection is seen . impression : small pelvic collection . এখানে ওর কি সমস্যা হয়েছে একটু যদি বলতেন প্লিজ ।,symptoms
"ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ . . . ওজন নিয়ন্ত্রণে রাখার জন্যে আপনাকে মাঝে মাঝে নয় বরং নিয়মিত ব্যায়াম করতে হবে । আর চর্বি জাতীয় খাবার , গরুর মাংস , ফাস্ট ফুড ইত্যাদি পরিহার করতে হবে । খাদ্য তালিকার জন্যে আপনি একজন পুষ্টিবিদের পরামর্শ নিতে পারেন ।",nutrition
আমার শরির প্রুচর পরিমান ঘামায় . . . কারন টা কি জানতে পারি ?,symptoms
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনার ফোলা অংশটি দেখে পরিক্ষা করা জরুরি । কোনো ব্যাথা না পেয়ে ফুলে গেলে সেটি গ্যাংলিওন হতে পারে । আপনি একজন সার্জনের সাথে সাক্ষাত করে তার পরামর্শ গ্রহন করুন । ধন্যবাদ ।",emergency
আমার বাচ্ছার জ্বর কমছে । কিন্তু কিছু খেতে চায় না জোর করলে বমি করে দেয় । আবার মুখের বিতরে সাদা চোট চোট বিচি দেখা যায় । কি করনীয় ।,fever
"১ মাসের অন্তঃসত্ত্বা অবস্থায় এজমা জনিত কারণে কিটোমার , মনাস ১০ , ডক্সভেন ২০০ , রেছকিইন , পেপটিক ২০ ইত্যাদি ঔষুধ খেয়েছিলেন তাতে কি সমস্যা হবে । অনুগ্রহ করে জানাবেন ।",symptoms
আমার প্রায় সময়ই পেট কেমন জানি ঘুডুর ঘুডুর শব্দ করে । তাছাড়া রোজার মাসে এর পরিমানটা বেশি । এমতাবস্থায় কি করবো আমি । সমস্যা টা ৩ বছর ধরে ।,symptoms
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি Tab - Fexo 120 mg 0 + 0 + 1 ৭ দিন খেতে পারেন . . .,medicine
Thank you for your question . use vaseline in that area . consult with a a skin specialist Thank you .,doctor
"আমি < NAME > ব্রাক কর্মী আমার মাঝে মাঝে জ্বর আসে । কিন্তু আমার ওষুধ চলছে ডাক্তারের পরামর্শ অনুযায়ী জ্বর আসলে নাপা ' খাচ্ছি । কিন্তু আমার প্রচন্ড মাথা ঘোরে , উঠে দাঁড়াতে পারি না । এখন আমার করনীয় কি ? BP 110 / 70 আমার দাঁতের মাড়ি দিয়ে রক্ত পড়ে , আমি মেডিপ্লাস জেল ব্যবহার করি ।",fever
sir amr onk din dhore dan hater kobji ta khubi pain,symptoms
"আপনার প্রশ্নের জন্য ধন্যবাদ । হৃদরোগ এর সমস্যা না হয়ে থাকলে বুকে ব্যথার আরেকটি কারণ হল গ্যাস । আপনি শাকসব্জি , ফল , আঁশযুক্ত খাবার খাবেন , পানি খাবেন , ইসুবগুলের ভূষি খাবেন । খালিপেটে থাকবেন না । চা , কফি , গরু , খাসী , মসলাযুক্ত , ভাজাপোড়া কম খাবেন । ধন্যবাদ",nutrition
"আছলামু আলাইকুম , গত কয়েক দিন যাবৎ শরীর খুব দুর্বল লাগছে এবং বুক ধর ফর করতেছে , , মাঝে মধ্যে বমি ভাব আসে , ঘুমেও সমস্যা হচ্ছে । উওর টা একটু জরুরি দিবেন , ,",emergency
২ বছরের বাচ্চা ceevit 250mg খেলে কি কোন সমস্যা হবে,medicine
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । নাপা সিরাপ দিন , নাকে নরসল ড্রপ দিন । খাবার নিয়ে জোর করবেন না , শরীর ভাল হলে ঠিকই খাবে । ধন্যবাদ",nutrition
এলোপেতিক ঔষধের পাশাপাশি ইউনানী ঔষধ খেলে কোন অসুবিধা হবে কিনা দয়া করে জানাবেন ।,medicine
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । আগের ওষুধের সাথে আপনি শাকসব্জি , ফল , আঁশযুক্ত খাবার খাবেন , পানি খাবেন , ইসুবগুলের ভূষি খাবেন । খালিপেটে থাকবেন না । চা , কফি , গরু , খাসী , মসলাযুক্ত , ভাজাপোড়া কম খাবেন । ফিনিক্স ২০ মিগ্রা দুইবেলা খান । ধন্যবাদ",nutrition
ধন্যবাদ আপনাকে প্রশ্নের জন্য । একজন স্কিন বিশেষজ্ঞ ডাক্তারের এপয়েনমেন্ট নিয়ে ছবি পাঠান । তিনি আপনাকে যথাযথ পরামর্শ দিবেন । ধন্যবাদ,doctor
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি একজন শিশু বিশেষজ্ঞ এর সাথে সরাসরি যোগাযোগ করেন । ধন্যবাদ । ।,doctor
আমার আজ চার পাঁচ দিন যাবত ঠান্ডা এবং সাথে কাশি । কাশির সাথে কফ আসে । এর জন্য কি ঔষধ খাবো । আমার মাঝে মাঝেই গলা জ্বলে ও পেট ব্যাথা করে । এর জন্য আমি কি ঔষধ খেলে আমার গলা জ্বলা ভালো হবে ।,fever
"আমার বড় ভাইয়ের জ্বর , শরীর ব্যাথা , হালকা গলা ব্যাথা , ৷",fever
"আমার পেটে ব্যাথা , ৬বার ওয়ারুমে গেছি । জ্বর ১০১ । হাতপায়ের মাসেল জয়েন্টের ভিতরে চাবায় । মাথা ব্যাথা , শরীর ভেঙে আসতেছে , এখন আমি কি করবো ?",fever
"ধন্যবাদ আপনার প্রশ্নের জন্য । পানিশূন্যতার জন্য এমন হচ্ছে । বেশি করে পানি , খাবার স্যালাইন , জুস খাওয়ান । ধন্যবাদ",nutrition
